t_epoch,robot,topic
1786642159.621269,2,scan
1786642159.656894,2,camera
1786642159.670047,1,scan
1786642159.671843,1,camera
1786642159.678214,3,scan
1786642159.680142,3,camera
1786642159.721265,2,scan
1786642159.755466,2,camera
1786642159.768943,1,scan
1786642159.770666,1,camera
1786642159.775534,3,camera
1786642159.777919,3,scan
1786642159.821671,2,scan
1786642159.855497,2,camera
1786642159.869520,1,scan
1786642159.870495,1,camera
1786642159.874336,3,camera
1786642159.877889,3,scan
1786642159.921185,2,scan
1786642159.955552,2,camera
1786642159.969128,1,scan
1786642159.971358,1,camera
1786642159.978753,3,scan
1786642159.982077,3,camera
1786642160.022907,2,scan
1786642160.058053,2,camera
1786642160.070543,1,scan
1786642160.079468,3,scan
1786642160.080281,3,camera
1786642160.082472,1,camera
1786642160.121228,2,scan
1786642160.148481,2,camera
1786642160.163661,1,camera
1786642160.168320,1,scan
1786642160.168551,3,camera
1786642160.177529,3,scan
1786642160.220990,2,scan
1786642160.254022,2,camera
1786642160.269042,1,scan
1786642160.278203,3,scan
1786642160.280123,1,camera
1786642160.281428,3,camera
1786642160.321309,2,scan
1786642160.360875,2,camera
1786642160.369676,1,scan
1786642160.373286,1,camera
1786642160.378155,3,scan
1786642160.383910,3,camera
1786642160.421526,2,scan
1786642160.459619,2,camera
1786642160.468713,1,scan
1786642160.472089,3,camera
1786642160.474653,1,camera
1786642160.477480,3,scan
1786642160.521849,2,scan
1786642160.558673,2,camera
1786642160.568667,1,scan
1786642160.571851,1,camera
1786642160.577342,3,camera
1786642160.577424,3,scan
1786642160.621388,2,scan
1786642160.655940,2,camera
1786642160.669135,1,scan
1786642160.671355,1,camera
1786642160.678118,3,scan
1786642160.684855,3,camera
1786642160.721252,2,scan
1786642160.755282,2,camera
1786642160.769013,1,scan
1786642160.774630,3,camera
1786642160.778330,3,scan
1786642160.779034,1,camera
1786642160.821334,2,scan
1786642160.854931,2,camera
1786642160.869431,1,scan
1786642160.875041,1,camera
1786642160.875709,3,camera
1786642160.877836,3,scan
1786642160.921225,2,scan
1786642160.955004,2,camera
1786642160.970208,1,scan
1786642160.971547,1,camera
