t_epoch,robot,topic
1786641847.919184,3,scan
1786641847.921114,3,camera
1786641847.995244,1,scan
1786641847.995901,2,scan
1786641847.998473,1,camera
1786641848.004365,1,camera
1786641848.005664,2,camera
1786641848.020500,3,scan
1786641848.095521,1,scan
1786641848.096268,2,scan
1786641848.099734,1,camera
1786641848.104393,2,camera
1786641848.119518,3,scan
1786641848.130573,3,camera
1786641848.134107,3,camera
1786641848.181410,1,camera
1786641848.194585,1,scan
1786641848.195056,2,scan
1786641848.199830,2,camera
1786641848.219248,3,scan
1786641848.221259,3,camera
1786641848.283554,1,camera
1786641848.295260,1,scan
1786641848.296508,2,scan
1786641848.304802,2,camera
1786641848.319803,3,scan
1786641848.334721,3,camera
1786641848.381826,1,camera
1786641848.394670,1,scan
1786641848.395401,2,scan
1786641848.403352,2,camera
1786641848.419855,3,scan
1786641848.432391,3,camera
1786641848.485294,1,camera
1786641848.495629,2,scan
1786641848.496395,1,scan
1786641848.508325,2,camera
1786641848.519925,3,scan
1786641848.527046,3,camera
1786641848.586030,1,camera
1786641848.595181,1,scan
1786641848.595855,2,scan
1786641848.616664,2,camera
1786641848.619940,3,scan
1786641848.633193,3,camera
1786641848.685904,1,camera
1786641848.695502,1,scan
1786641848.696424,2,scan
1786641848.710995,2,camera
1786641848.719727,3,scan
1786641848.724419,3,camera
1786641848.790130,1,camera
1786641848.795399,2,scan
1786641848.796150,1,scan
1786641848.813282,2,camera
1786641848.819842,3,scan
1786641848.830635,3,camera
1786641848.895275,2,scan
1786641848.895941,1,scan
1786641848.897235,1,camera
1786641848.909375,2,camera
1786641848.919794,3,scan
1786641848.931077,3,camera
1786641848.990178,1,camera
1786641848.995188,1,scan
1786641848.996403,2,scan
1786641849.020595,2,camera
1786641849.021978,3,scan
1786641849.050764,3,camera
1786641849.096068,2,scan
1786641849.097149,1,scan
1786641849.105632,1,camera
1786641849.120006,3,scan
1786641849.181620,1,camera
1786641849.195103,1,scan
1786641849.195532,2,scan
1786641849.219019,2,camera
1786641849.221250,3,scan
1786641849.227472,2,camera
1786641849.290963,1,camera
1786641849.295062,1,scan
1786641849.295736,2,scan
1786641849.304610,2,camera
1786641849.319791,3,scan
1786641849.380037,1,camera
1786641849.394330,1,scan
1786641849.394524,2,scan
1786641849.400345,2,camera
1786641849.419094,3,scan
1786641849.431034,3,camera
1786641849.433725,3,camera
1786641849.436729,3,camera
1786641849.442878,3,camera
1786641849.480278,1,camera
1786641849.494518,1,scan
1786641849.494733,2,scan
1786641849.499309,2,camera
1786641849.519505,3,scan
1786641849.528435,3,camera
1786641849.590301,1,camera
1786641849.595045,1,scan
1786641849.595618,2,scan
1786641849.609036,2,camera
1786641849.619662,3,scan
1786641849.630874,3,camera
1786641849.690108,1,camera
1786641849.695532,1,scan
1786641849.696349,2,scan
1786641849.709096,2,camera
1786641849.719720,3,scan
1786641849.729481,3,camera
1786641849.791816,1,camera
1786641849.795201,1,scan
1786641849.795936,2,scan
1786641849.808914,2,camera
1786641849.820057,3,scan
1786641849.830439,3,camera
1786641849.890056,1,camera
1786641849.895056,1,scan
1786641849.895688,2,scan
1786641849.909347,2,camera
1786641849.920117,3,scan
1786641849.931190,3,camera
1786641849.992955,1,camera
1786641849.995044,1,scan
1786641849.995571,2,scan
1786641850.009287,2,camera
1786641850.020357,3,scan
1786641850.040328,3,camera
1786641850.089916,1,camera
1786641850.096360,1,scan
1786641850.096588,2,scan
1786641850.111947,2,camera
1786641850.120110,3,scan
1786641850.132933,3,camera
1786641850.183528,1,camera
1786641850.195032,1,scan
1786641850.195501,2,scan
1786641850.207660,2,camera
1786641850.219675,3,scan
1786641850.226870,3,camera
1786641850.290790,1,camera
1786641850.295445,1,scan
1786641850.296491,2,scan
1786641850.309171,2,camera
1786641850.320518,3,scan
1786641850.329504,3,camera
1786641850.389428,1,camera
1786641850.395336,2,scan
1786641850.396051,1,scan
1786641850.408052,2,camera
1786641850.420002,3,scan
1786641850.438224,3,camera
1786641850.485148,1,camera
1786641850.494880,1,scan
1786641850.495292,2,scan
1786641850.504723,2,camera
1786641850.519675,3,scan
1786641850.524586,3,camera
1786641850.591786,1,camera
1786641850.595321,1,scan
1786641850.595986,2,scan
1786641850.604811,2,camera
1786641850.619861,3,scan
1786641850.633196,3,camera
1786641850.694685,1,scan
1786641850.695042,2,scan
1786641850.704305,2,camera
1786641850.719342,3,scan
1786641850.723847,3,camera
1786641850.786133,1,camera
1786641850.791044,1,camera
1786641850.794649,1,scan
1786641850.795019,2,scan
1786641850.805908,2,camera
1786641850.819417,3,scan
1786641850.824013,3,camera
1786641850.884418,1,camera
1786641850.894818,1,scan
1786641850.895200,2,scan
1786641850.906630,2,camera
1786641850.919513,3,scan
1786641850.923623,3,camera
1786641850.988741,1,camera
1786641850.994540,1,scan
1786641850.994830,2,scan
1786641851.001142,2,camera
1786641851.020746,3,scan
1786641851.039683,3,camera
1786641851.094995,1,scan
1786641851.095500,2,scan
1786641851.105927,2,camera
1786641851.119678,3,scan
1786641851.127173,3,camera
1786641851.195690,2,scan
1786641851.196495,1,scan
1786641851.204924,1,camera
1786641851.212622,1,camera
1786641851.219292,3,scan
1786641851.224494,3,camera
1786641851.290886,1,camera
1786641851.295110,1,scan
1786641851.295725,2,scan
1786641851.315747,2,camera
1786641851.319576,3,scan
1786641851.321153,2,camera
1786641851.325472,3,camera
1786641851.391619,1,camera
1786641851.394793,1,scan
1786641851.395197,2,scan
1786641851.410176,2,camera
1786641851.419755,3,scan
1786641851.430627,3,camera
1786641851.490106,1,camera
1786641851.495489,1,scan
1786641851.496684,2,scan
1786641851.512841,2,camera
1786641851.519655,3,scan
1786641851.530778,3,camera
1786641851.590114,1,camera
1786641851.595188,1,scan
1786641851.595842,2,scan
1786641851.609851,2,camera
1786641851.620131,3,scan
1786641851.631166,3,camera
1786641851.690008,1,camera
1786641851.695553,2,scan
1786641851.696775,1,scan
1786641851.709442,2,camera
1786641851.720010,3,scan
1786641851.739093,3,camera
1786641851.790321,1,camera
1786641851.795107,1,scan
1786641851.795681,2,scan
1786641851.809625,2,camera
1786641851.819995,3,scan
1786641851.831587,3,camera
1786641851.895524,1,scan
1786641851.897107,2,scan
1786641851.909114,2,camera
1786641851.919770,3,scan
1786641851.931691,3,camera
1786641851.995154,1,scan
1786641851.995853,2,scan
1786641852.011808,2,camera
1786641852.020774,3,scan
1786641852.039776,3,camera
1786641852.090116,1,camera
1786641852.095264,1,scan
1786641852.095920,1,camera
1786641852.096083,2,scan
1786641852.099637,1,camera
1786641852.101979,2,camera
1786641852.119574,3,scan
1786641852.121745,3,camera
1786641852.189069,1,camera
1786641852.195020,1,scan
1786641852.195570,2,scan
1786641852.208158,2,camera
1786641852.219788,3,scan
1786641852.230617,3,camera
1786641852.290648,1,camera
1786641852.296010,1,scan
1786641852.296667,2,scan
1786641852.309665,2,camera
1786641852.319800,3,scan
1786641852.330920,3,camera
1786641852.391511,1,camera
1786641852.395040,1,scan
1786641852.396200,2,scan
1786641852.409204,2,camera
1786641852.420122,3,scan
1786641852.431381,3,camera
1786641852.489649,1,camera
1786641852.495151,1,scan
1786641852.496092,2,scan
1786641852.509038,2,camera
1786641852.520060,3,scan
1786641852.531727,3,camera
1786641852.590209,1,camera
1786641852.595195,1,scan
1786641852.596067,2,scan
1786641852.608846,2,camera
1786641852.620102,3,scan
1786641852.631943,3,camera
1786641852.690063,1,camera
1786641852.695167,1,scan
1786641852.695753,2,scan
1786641852.708911,2,camera
1786641852.719679,3,scan
