t_epoch,robot,topic
1786621546.257011,3,scan
1786621546.259927,1,scan
1786621546.305619,3,camera
1786621546.344070,2,scan
1786621546.357598,2,camera
1786621546.358317,3,scan
1786621546.359883,1,scan
1786621546.361284,1,camera
1786621546.407954,3,camera
1786621546.444156,2,scan
1786621546.455331,2,camera
1786621546.457946,3,scan
1786621546.460152,1,scan
1786621546.463235,1,camera
1786621546.509188,3,camera
1786621546.544464,2,scan
1786621546.555039,2,camera
1786621546.558429,3,scan
1786621546.560287,1,scan
1786621546.561025,1,camera
1786621546.608983,3,camera
1786621546.644093,2,scan
1786621546.647849,2,camera
1786621546.658019,3,scan
1786621546.660069,1,scan
1786621546.661454,1,camera
1786621546.707077,3,camera
1786621546.744086,2,scan
1786621546.750226,2,camera
1786621546.757840,3,scan
1786621546.760152,1,scan
1786621546.761781,1,camera
1786621546.813059,3,camera
1786621546.844320,2,scan
1786621546.857891,3,scan
1786621546.859938,1,scan
1786621546.860622,2,camera
1786621546.861182,1,camera
1786621546.906563,3,camera
1786621546.944496,2,scan
1786621546.957804,3,scan
1786621546.959174,1,camera
1786621546.959538,2,camera
1786621546.959849,1,scan
1786621547.005727,3,camera
1786621547.045362,2,scan
1786621547.058590,3,scan
1786621547.063319,1,scan
1786621547.070610,1,camera
1786621547.073775,2,camera
1786621547.110569,3,camera
1786621547.143794,2,scan
1786621547.145796,2,camera
1786621547.154341,1,camera
1786621547.157023,3,scan
1786621547.159529,1,scan
1786621547.195231,3,camera
1786621547.241064,2,camera
1786621547.243173,2,scan
1786621547.247059,1,camera
1786621547.257331,3,scan
1786621547.260165,1,scan
1786621547.309519,3,camera
1786621547.344513,2,scan
1786621547.355658,2,camera
1786621547.357936,3,scan
1786621547.359671,1,scan
1786621547.360190,1,camera
1786621547.407438,3,camera
1786621547.444268,2,scan
1786621547.447884,2,camera
1786621547.457721,3,scan
1786621547.459845,1,scan
1786621547.460467,1,camera
1786621547.515922,3,camera
1786621547.543996,2,scan
1786621547.548477,2,camera
1786621547.558170,3,scan
1786621547.560925,1,scan
1786621547.564386,1,camera
1786621547.608352,3,camera
1786621547.644420,2,scan
1786621547.647192,2,camera
1786621547.658303,3,scan
1786621547.660451,1,scan
1786621547.663738,1,camera
1786621547.707926,3,camera
1786621547.744741,2,scan
1786621547.750967,2,camera
1786621547.757739,3,scan
1786621547.758539,1,camera
1786621547.759939,1,scan
1786621547.818810,3,camera
1786621547.844070,2,scan
