t_epoch,robot,topic
1786642154.677519,3,scan
1786642154.683488,3,camera
1786642154.720807,2,scan
1786642154.755230,2,camera
1786642154.768739,1,scan
1786642154.771584,1,camera
1786642154.777485,3,camera
1786642154.777601,3,scan
1786642154.820807,2,scan
1786642154.856312,2,camera
1786642154.868304,1,scan
1786642154.873919,1,camera
1786642154.877811,3,scan
1786642154.883145,3,camera
1786642154.920797,2,scan
1786642154.955155,2,camera
1786642154.968424,1,scan
1786642154.970769,1,camera
1786642154.977517,3,scan
1786642154.979859,3,camera
1786642155.021924,2,scan
1786642155.069418,1,scan
1786642155.077746,3,scan
1786642155.078564,2,camera
1786642155.080622,1,camera
1786642155.084123,3,camera
1786642155.120477,2,scan
1786642155.147466,2,camera
1786642155.163328,1,camera
1786642155.168773,1,scan
1786642155.176095,3,camera
1786642155.177619,3,scan
1786642155.221291,2,scan
1786642155.246430,2,camera
1786642155.268816,1,scan
1786642155.269665,1,camera
1786642155.274330,3,camera
1786642155.278073,3,scan
1786642155.320842,2,scan
1786642155.357247,2,camera
1786642155.368442,1,scan
1786642155.371510,1,camera
1786642155.377137,3,camera
1786642155.377614,3,scan
1786642155.420869,2,scan
1786642155.459552,2,camera
1786642155.468411,1,scan
1786642155.470048,1,camera
1786642155.477772,3,scan
1786642155.483798,3,camera
1786642155.520864,2,scan
1786642155.555023,2,camera
1786642155.568402,1,scan
1786642155.569762,1,camera
1786642155.577580,3,scan
1786642155.594666,3,camera
1786642155.620800,2,scan
1786642155.655873,2,camera
1786642155.668398,1,scan
1786642155.669825,1,camera
1786642155.677667,3,scan
1786642155.683584,3,camera
1786642155.720805,2,scan
1786642155.756758,2,camera
1786642155.768440,1,scan
1786642155.772016,1,camera
1786642155.775150,3,camera
1786642155.777351,3,scan
1786642155.820860,2,scan
1786642155.854758,2,camera
1786642155.868389,1,scan
1786642155.870270,1,camera
1786642155.876191,3,camera
1786642155.878007,3,scan
1786642155.920829,2,scan
1786642155.954720,2,camera
1786642155.968515,1,scan
1786642155.969670,1,camera
1786642155.975083,3,camera
1786642155.978040,3,scan
1786642156.022503,2,scan
1786642156.062785,2,camera
1786642156.068799,1,scan
1786642156.077870,3,scan
1786642156.078224,3,camera
1786642156.101136,1,camera
1786642156.120858,2,scan
